ID,Attrition,Degree_Type,Achieved_Credit_Points,Attendance_Type,Age,Failed_Credit_Points,International_student,First_in_family,Gender,GPA,OP_Score,Socio_Economic_Status,Teaching_Period_Admitted,Faculty
n596668,Retained,Single,156,Part Time,25,0,No,Yes,F,6,19,Medium,SEM-1,CI Faculty
n597268,Retained,Single,96,Full Time,19,0,No,No,F,4.98,7,Medium,SEM-1,Faculty of Education
n597344,Retained,Single,48,Full Time,20,0,No,No,F,6,4,High,SEM-2,CI Faculty
n597639,Retained,Single,96,Full Time,20,0,No,Yes,M,4.52,8,Medium,SEM-1,CI Faculty
n597753,Retained,Single,180,Full Time,21,12,Yes,No,M,3.64,2,Medium,SEM-1,QUT Business School
n598315,Not Retained,Single,48,Full Time,21,24,No,Yes,F,4.02,9,Medium,SEM-1,Sci and Eng Faculty
n598369,Retained,Single,108,Full Time,31,0,No,No,F,4.66,15,High,SEM-1,QUT Business School
n599325,Retained,Single,84,Full Time,21,12,No,No,F,4.24,8,High,SEM-1,CI Faculty
n599732,Retained,Single,192,Full Time,20,0,Yes,No,M,4.99,15,Medium,SEM-1,QUT Business School
n599915,Retained,Single,60,Full Time,19,36,No,Yes,M,3.63,11,Medium,SEM-1,Sci and Eng Faculty
n600297,Retained,Single,96,Full Time,20,0,No,No,M,6.52,1,Medium,SEM-1,Faculty of Health
n600847,Retained,Single,84,Full Time,20,12,No,No,M,3.88,6,Medium,SEM-1,Faculty of Law
n600874,Retained,Single,108,Full Time,20,24,No,No,M,3.83,9,Medium,SEM-1,Sci and Eng Faculty
n600990,Not Retained,Single,48,Full Time,19,12,No,No,F,4.2,10,Medium,SEM-1,CI Faculty
n601835,Retained,Single,84,Full Time,36,12,No,No,F,4.75,19,Medium,SEM-1,Sci and Eng Faculty
n602428,Retained,Single,204,Full Time,22,0,No,Yes,M,4.63,11,High,SEM-1,Faculty of Health
n602468,Retained,Single,96,Part Time,39,0,No,No,F,5.86,9,Low,SEM-1,Faculty of Health
n602670,Retained,Single,96,Full Time,19,0,No,No,F,4.63,8,Low,SEM-1,CI Faculty
n603458,Not Retained,Single,24,Full Time,19,24,No,Yes,F,3.99,10,Medium,SEM-1,QUT Business School
n603831,Retained,Single,36,Full Time,19,60,No,Yes,M,3.12,10,Medium,SEM-1,Sci and Eng Faculty
n604154,Retained,Single,96,Full Time,19,0,No,Yes,M,5.37,4,Low,SEM-1,Faculty of Health
n604826,Retained,Single,96,Full Time,20,0,Yes,No,F,4.43,7,Medium,SEM-1,Faculty of Health
n604838,Retained,Single,84,Full Time,19,12,No,No,M,4.63,11,Low,SEM-1,Sci and Eng Faculty
n605031,Retained,Single,192,Full Time,20,0,No,No,M,4.76,10,High,SEM-1,QUT Business School
n605424,Retained,Single,144,Full Time,21,0,Yes,No,F,5.34,25,Low,SEM-1,CI Faculty
n605687,Retained,Single,96,Full Time,19,0,No,No,F,6.43,1,High,SEM-1,Faculty of Health
n605880,Retained,Double,96,Full Time,19,0,No,Yes,F,5.98,6,Medium,SEM-1,Faculty of Health
n606343,Retained,Single,216,Part Time,22,36,No,Yes,M,4.37,10,Medium,SEM-1,Sci and Eng Faculty
n606587,Not Retained,Single,120,Full Time,31,0,No,No,F,7,5,Low,SEM-1,Faculty of Health
n607131,Retained,Single,144,Full Time,21,0,Yes,No,M,4.41,13,Medium,SEM-2,Sci and Eng Faculty
n608495,Retained,Double,96,Full Time,19,0,No,No,M,5.01,7,Medium,SEM-1,Sci and Eng Faculty
n608606,Retained,Single,96,Full Time,19,0,No,Yes,F,6,5,Medium,SEM-1,CI Faculty
n608740,Not Retained,Single,144,Full Time,29,0,No,Yes,M,5.5,18,Low,SEM-1,Faculty of Law
n609019,Retained,Single,168,Full Time,25,0,No,Yes,M,5.88,4,Low,SEM-1,Sci and Eng Faculty
n609141,Retained,Single,48,Full Time,20,0,No,No,M,4.98,5,High,SEM-2,CI Faculty
n609680,Retained,Single,12,Full Time,19,48,No,Yes,M,2.39,14,High,SEM-2,CI Faculty
n609891,Retained,Double,84,Full Time,19,0,No,Yes,M,5.57,4,Medium,SEM-1,Sci and Eng Faculty
n610381,Retained,Single,24,Part Time,49,0,No,Yes,M,4.49,5,High,SEM-1,Faculty of Law
n610482,Retained,Single,96,Full Time,20,0,No,No,F,4.75,9,Medium,SEM-1,Sci and Eng Faculty
n611759,Retained,Single,72,Full Time,21,0,No,Yes,F,5.8,24,High,SEM-1,Faculty of Health
n612182,Retained,Single,96,Full Time,20,0,No,Yes,M,6.25,5,Medium,SEM-1,Sci and Eng Faculty
n612465,Retained,Single,96,Part Time,20,0,No,Yes,F,5,11,High,SEM-1,Faculty of Health
n612695,Not Retained,Single,96,Full Time,40,24,No,Yes,F,1.01,25,High,SEM-1,Faculty of Health
n612792,Retained,Single,96,Full Time,19,0,No,Yes,F,5.74,3,Medium,SEM-1,Faculty of Health
n612975,Retained,Single,96,Full Time,19,0,No,Yes,M,4.76,9,Medium,SEM-1,Sci and Eng Faculty
n613394,Retained,Single,120,Full Time,32,24,No,No,F,6,17,High,SEM-2,Sci and Eng Faculty
n613631,Retained,Single,96,Full Time,19,0,No,No,F,6.76,1,Medium,SEM-1,Faculty of Health
n614022,Not Retained,Single,24,Full Time,19,60,No,Yes,M,2.71,13,Low,SEM-1,Sci and Eng Faculty
n614062,Retained,Single,60,Part Time,20,0,No,No,M,4,4,Medium,SEM-1,QUT Business School
n614089,Not Retained,Single,108,Full Time,34,0,No,No,M,6.32,4,Medium,SEM-1,CI Faculty
n614393,Retained,Single,168,Part Time,36,0,No,Yes,F,4.33,24,High,SEM-1,Faculty of Law
n614413,Not Retained,Single,132,Full Time,33,0,No,No,M,5.09,3,Medium,SEM-1,Faculty of Law
n614880,Not Retained,Single,48,Full Time,19,24,No,Yes,M,3.67,9,Medium,SEM-2,CI Faculty
n615141,Retained,Single,84,Full Time,20,0,No,No,F,6.14,23,Low,SEM-1,CI Faculty
n615260,Retained,Single,96,Full Time,21,12,No,No,M,5.13,24,Medium,SEM-1,Faculty of Health
n615386,Not Retained,Single,0,Full Time,20,48,No,Yes,F,1,12,High,SEM-1,CI Faculty
n615441,Retained,Single,12,Full Time,19,84,No,No,F,2.27,8,Low,SEM-1,QUT Business School
n615477,Retained,Single,96,Full Time,20,0,Yes,No,F,4.99,6,Low,SEM-1,Faculty of Law
n615520,Retained,Single,96,Full Time,22,24,Yes,No,M,4.11,5,Medium,SEM-2,CI Faculty
n616187,Not Retained,Single,96,Part Time,31,0,No,Yes,M,0,3,High,SEM-2,Faculty of Law
n616635,Retained,Single,96,Full Time,20,0,Yes,No,F,6.37,5,Medium,SEM-1,CI Faculty
n617127,Retained,Single,96,Full Time,19,0,No,Yes,M,6.38,2,High,SEM-1,Sci and Eng Faculty
n617788,Retained,Double,96,Full Time,19,0,No,Yes,M,4.74,7,High,SEM-1,Sci and Eng Faculty
n617940,Not Retained,Single,0,Full Time,21,24,No,No,M,1,20,Medium,SEM-2,QUT Business School
n617977,Retained,Single,72,Full Time,19,24,No,No,M,4.13,9,Medium,SEM-1,Sci and Eng Faculty
n618909,Retained,Single,300,Full Time,23,0,No,No,F,5.27,10,Medium,SEM-1,Sci and Eng Faculty
n619107,Retained,Single,144,Full Time,28,0,Yes,No,M,4.33,9,Low,SEM-2,Faculty of Health
n619112,Retained,Single,48,Full Time,19,0,No,No,M,6.01,1,Medium,SEM-2,QUT Business School
n619638,Retained,Single,96,Full Time,31,0,Yes,Yes,M,6.14,7,Low,SEM-1,Sci and Eng Faculty
n620116,Retained,Double,96,Full Time,21,0,Yes,No,F,4.62,5,High,SEM-1,Faculty of Law
n620234,Retained,Single,180,Part Time,21,12,No,No,M,4.57,5,Medium,SEM-2,Sci and Eng Faculty
n620606,Retained,Single,36,Full Time,36,0,No,No,F,6.5,4,High,SEM-2,Faculty of Health
n620876,Retained,Single,144,Full Time,34,0,Yes,No,F,5.01,7,High,SEM-2,Faculty of Health
n621298,Retained,Single,96,Full Time,19,0,No,No,M,6.38,10,Medium,SEM-1,Sci and Eng Faculty
n621681,Retained,Single,96,Full Time,18,0,No,Yes,F,4.74,10,Medium,SEM-1,Faculty of Education
n621706,Retained,Single,48,Part Time,36,0,Yes,No,F,5.5,23,Medium,SEM-2,QUT Business School
n621912,Retained,Single,48,Full Time,19,0,No,No,F,4.5,7,High,SEM-2,QUT Business School
n622031,Retained,Single,72,Full Time,28,24,Yes,No,M,3.5,15,Medium,SEM-1,QUT Business School
n622296,Not Retained,Single,0,Full Time,26,0,No,No,M,0,9,Medium,SEM-2,Sci and Eng Faculty
n622313,Retained,Single,180,Full Time,22,12,Yes,No,F,4.23,3,Medium,SEM-2,QUT Business School
n622378,Retained,Single,96,Full Time,22,24,No,Yes,M,4.3,17,High,SEM-1,Faculty of Law
n622391,Not Retained,Single,0,Full Time,21,72,No,Yes,M,1.18,6,Low,SEM-1,Sci and Eng Faculty
n622556,Retained,Single,288,Full Time,26,0,No,No,F,4.21,23,Medium,SEM-2,Faculty of Education
n622671,Retained,Single,144,Full Time,28,0,No,No,F,4.74,15,High,SEM-2,Faculty of Health
n623574,Not Retained,Single,0,Full Time,28,0,No,No,M,0,12,Medium,SEM-1,QUT Business School
n623839,Not Retained,Single,24,Full Time,33,0,No,Yes,F,6,13,Medium,SEM-1,CI Faculty
n623915,Retained,Single,96,Full Time,19,0,No,No,M,6,3,High,SEM-1,Faculty of Health
n624107,Retained,Single,192,Full Time,22,0,Yes,No,F,4.89,23,High,SEM-1,QUT Business School
n624136,Retained,Single,96,Full Time,23,0,No,No,M,5.63,8,Low,SEM-1,CI Faculty
n624262,Not Retained,Single,0,Full Time,27,0,No,No,F,0.01,11,High,SEM-1,Faculty of Law
n624729,Retained,Single,144,Full Time,22,0,No,No,F,6.31,4,Medium,SEM-1,CI Faculty
n625070,Retained,Single,0,Full Time,26,0,No,No,F,-0,4,Low,SEM-1,CI Faculty
n625287,Not Retained,Single,84,Full Time,19,0,No,No,F,5.44,8,Medium,SEM-1,Faculty of Health
n625335,Retained,Single,96,Full Time,20,0,No,No,M,5.5,5,High,SEM-1,Sci and Eng Faculty
n625706,Not Retained,Single,48,Full Time,19,0,No,No,F,4.74,4,High,SEM-1,Faculty of Law
n625737,Retained,Single,96,Full Time,19,0,No,No,F,5.5,8,Medium,SEM-1,CI Faculty
n625807,Not Retained,Single,96,Full Time,21,0,No,No,M,5.13,6,Medium,SEM-1,CI Faculty
n626346,Not Retained,Single,96,Full Time,23,0,No,Yes,M,4.23,13,Medium,SEM-1,Faculty of Health
n626676,Not Retained,Single,96,Full Time,19,12,No,No,F,4.13,12,Low,SEM-1,CI Faculty
n626694,Retained,Single,84,Full Time,20,12,No,No,M,4.12,24,Low,SEM-1,Faculty of Education
n626904,Retained,Single,192,Full Time,21,12,Yes,No,M,4.78,23,High,SEM-1,Sci and Eng Faculty
n627249,Retained,Single,96,Full Time,26,0,Yes,No,F,4.5,18,Low,SEM-1,Sci and Eng Faculty
n627348,Retained,Single,60,Full Time,25,0,No,Yes,F,6.21,1,Medium,SEM-1,Sci and Eng Faculty
n627611,Retained,Single,0,Full Time,19,0,No,No,F,0.01,5,Medium,SEM-1,Faculty of Health
n628519,Retained,Single,12,Part Time,20,60,No,No,F,2.66,1,Medium,SEM-1,CI Faculty
n628558,Retained,Single,72,Full Time,18,0,No,Yes,F,4.67,7,Low,SEM-1,Faculty of Health
n628593,Retained,Single,96,Full Time,24,0,No,No,F,5.37,2,Low,SEM-1,Faculty of Law
n628783,Retained,Single,96,Full Time,20,0,No,No,F,5.9,7,Low,SEM-1,Faculty of Health
n628862,Retained,Single,72,Full Time,19,24,No,No,M,3.89,11,Medium,SEM-1,QUT Business School
n629160,Retained,Single,96,Full Time,38,0,No,Yes,F,0,6,Medium,SEM-1,Faculty of Law
n629211,Not Retained,Single,72,Full Time,20,0,No,No,F,5,14,High,SEM-1,CI Faculty
n629387,Retained,Single,96,Full Time,22,0,Yes,No,F,4.5,15,Medium,SEM-1,CI Faculty
n629417,Retained,Single,108,Full Time,20,0,No,Yes,M,6.13,7,Low,SEM-1,Faculty of Health
n629490,Retained,Single,156,Full Time,19,0,Yes,No,M,6.02,25,Low,SEM-2,Sci and Eng Faculty
n629549,Retained,Double,108,Full Time,19,0,No,Yes,M,6.28,2,Medium,SEM-1,Faculty of Health
n629628,Retained,Single,96,Full Time,19,0,No,No,F,4.61,8,Low,SEM-1,CI Faculty
n630202,Retained,Single,60,Full Time,19,0,No,No,F,5.19,11,High,SEM-1,CI Faculty
n631100,Not Retained,Single,36,Full Time,24,12,No,No,M,4.02,12,High,SEM-1,QUT Business School
n631163,Retained,Single,96,Full Time,19,0,No,No,M,5.51,10,Medium,SEM-1,Sci and Eng Faculty
n631201,Retained,Single,180,Full Time,25,0,No,Yes,M,4.71,5,Medium,SEM-1,Sci and Eng Faculty
n631244,Not Retained,Single,36,Full Time,20,12,No,Yes,F,4,4,Medium,SEM-2,Faculty of Health
n631585,Retained,Single,96,Full Time,19,0,No,Yes,F,4.38,20,Low,SEM-1,Faculty of Education
n632116,Retained,Double,96,Full Time,20,0,No,No,F,5.99,8,Medium,SEM-1,Faculty of Health
n632405,Not Retained,Single,84,Full Time,19,12,No,Yes,M,4.76,11,Low,SEM-1,Faculty of Health
n633646,Retained,Single,96,Full Time,18,0,No,Yes,M,5.76,4,Medium,SEM-1,CI Faculty
n633939,Not Retained,Single,0,Full Time,19,0,No,Yes,F,-0,17,Medium,SEM-1,QUT Business School
n634073,Retained,Single,60,Full Time,27,24,No,Yes,M,4,12,High,SEM-1,Sci and Eng Faculty
n634185,Retained,Single,96,Full Time,19,0,No,No,M,4.73,10,High,SEM-1,Faculty of Health
n634267,Retained,Single,96,Full Time,24,0,No,Yes,F,5.83,4,High,SEM-1,Faculty of Health
n634385,Retained,Single,72,Full Time,21,12,No,No,M,3.71,10,High,SEM-1,QUT Business School
n634389,Retained,Single,96,Full Time,42,0,No,Yes,F,4.25,2,Low,SEM-1,Faculty of Education
n634398,Not Retained,Single,0,Full Time,19,0,No,Yes,M,0,12,Medium,SEM-1,Sci and Eng Faculty
n634713,Retained,Single,96,Full Time,19,0,No,No,F,4.61,12,High,SEM-1,Faculty of Education
n635142,Retained,Single,192,Full Time,21,0,No,Yes,M,6.25,1,Medium,SEM-1,Sci and Eng Faculty
n635271,Retained,Single,48,Full Time,19,0,No,Yes,M,5.75,4,Low,SEM-2,Sci and Eng Faculty
n635405,Retained,Single,144,Part Time,22,0,No,No,M,4.19,12,Medium,SEM-1,QUT Business School
n635515,Retained,Single,96,Full Time,21,0,No,No,M,4.87,22,Low,SEM-1,Faculty of Health
n635709,Not Retained,Single,96,Full Time,19,0,No,Yes,F,4.26,17,Low,SEM-1,Faculty of Health
n635998,Retained,Single,156,Full Time,28,0,No,No,F,5.99,18,Medium,SEM-2,Faculty of Health
n636083,Not Retained,Single,0,Full Time,19,48,No,Yes,F,1,10,High,SEM-1,CI Faculty
n637350,Retained,Single,96,Full Time,38,0,No,No,M,5.72,19,High,SEM-1,Faculty of Health
n637784,Retained,Single,96,Full Time,23,0,No,Yes,M,6.01,5,Low,SEM-1,CI Faculty
n638330,Retained,Single,96,Full Time,19,0,Yes,No,F,5.88,4,Medium,SEM-1,QUT Business School
n638440,Retained,Single,192,Full Time,29,0,Yes,No,M,4.45,21,Low,SEM-1,Faculty of Health
n639041,Retained,Single,204,Full Time,22,0,Yes,No,M,5.57,3,High,SEM-1,CI Faculty
n639043,Retained,Single,96,Full Time,19,0,No,No,F,5.99,10,High,SEM-1,CI Faculty
n639202,Retained,Single,96,Full Time,20,0,No,Yes,F,4.65,9,Medium,SEM-1,CI Faculty
n639507,Retained,Single,264,Part Time,24,0,Yes,No,F,4.68,17,Medium,SEM-1,Sci and Eng Faculty
n639688,Retained,Single,108,Full Time,32,0,No,Yes,F,4.99,1,Medium,SEM-1,CI Faculty
n640475,Retained,Single,96,Full Time,30,0,Yes,Yes,M,6.13,7,Low,SEM-1,Sci and Eng Faculty
n640714,Retained,Single,168,Full Time,21,24,Yes,No,M,4.87,14,Medium,SEM-1,Sci and Eng Faculty
n640810,Retained,Single,48,Full Time,19,0,No,No,M,4.75,8,Medium,SEM-1,Sci and Eng Faculty
n641037,Retained,Single,96,Full Time,19,0,No,Yes,F,4.63,13,Medium,SEM-1,CI Faculty
n641984,Retained,Single,84,Full Time,20,12,No,No,M,4.26,12,Medium,SEM-1,CI Faculty
n642397,Retained,Single,84,Full Time,19,12,No,Yes,F,4.25,14,Low,SEM-1,Faculty of Education
n642439,Retained,Single,0,Full Time,20,72,No,No,M,1.19,6,High,SEM-1,Sci and Eng Faculty
n642623,Retained,Single,108,Full Time,27,0,No,Yes,F,4.55,6,High,SEM-2,Faculty of Health
n643051,Retained,Single,60,Full Time,24,24,Yes,No,F,3.83,7,Medium,SEM-1,Faculty of Health
n643508,Retained,Single,168,Full Time,23,0,No,Yes,F,5.25,8,Medium,SEM-1,QUT Business School
n643574,Retained,Single,120,Full Time,22,0,No,Yes,M,6,9,Low,SEM-1,Faculty of Health
n643925,Not Retained,Single,96,Full Time,29,0,No,No,M,6,15,Medium,SEM-2,Sci and Eng Faculty
n643992,Retained,Single,96,Full Time,21,0,No,No,M,6.01,20,Medium,SEM-1,Sci and Eng Faculty
n644125,Not Retained,Single,96,Full Time,19,0,No,No,F,5.63,3,Medium,SEM-1,Faculty of Health
n644679,Retained,Single,96,Full Time,19,0,Yes,No,F,5.5,4,Low,SEM-1,Faculty of Health
n645456,Retained,Single,84,Full Time,21,0,No,No,F,4.7,1,Medium,SEM-1,CI Faculty
n645819,Retained,Single,48,Full Time,32,0,No,No,F,6,19,High,SEM-2,Faculty of Health
n645838,Retained,Single,168,Full Time,21,72,No,No,M,2.62,19,High,SEM-1,Sci and Eng Faculty
n646174,Retained,Double,108,Full Time,19,0,No,No,M,5.99,6,Low,SEM-1,Faculty of Health
n646359,Not Retained,Single,192,Full Time,20,0,No,No,F,6.8,1,High,SEM-1,Faculty of Health
n646848,Retained,Single,72,Part Time,57,0,No,No,F,6,3,Low,SEM-2,Faculty of Law
n646967,Retained,Single,120,Full Time,21,0,No,No,M,4.58,11,High,SEM-1,Faculty of Education
n646968,Retained,Single,84,Full Time,19,12,No,Yes,M,4.13,7,Medium,SEM-1,QUT Business School
n646991,Retained,Single,96,Full Time,22,0,Yes,No,M,5.14,20,High,SEM-2,Faculty of Law
n647715,Retained,Double,156,Full Time,24,0,No,No,F,4.46,24,Medium,SEM-1,Faculty of Health
n648274,Not Retained,Single,12,Full Time,19,48,No,Yes,M,1.59,10,Low,SEM-2,CI Faculty
n648542,Retained,Single,144,Full Time,22,84,Yes,No,M,2.9,16,Low,SEM-1,QUT Business School
n648707,Retained,Single,0,Full Time,21,0,No,Yes,F,0,7,Low,SEM-1,CI Faculty
n648982,Retained,Single,96,Full Time,19,0,No,No,M,5.5,5,Medium,SEM-1,Faculty of Health
n649119,Not Retained,Single,36,Full Time,19,12,No,Yes,F,4.34,19,Low,SEM-2,Faculty of Health
n649156,Not Retained,Single,0,Full Time,24,0,No,Yes,M,-0,13,Low,SEM-1,Faculty of Health
n649601,Not Retained,Single,96,Full Time,23,0,No,Yes,F,6.02,9,Medium,SEM-1,Faculty of Health
n649711,Retained,Single,96,Full Time,38,0,No,Yes,F,5.12,7,Low,SEM-1,Faculty of Health
n650172,Retained,Single,84,Full Time,23,0,No,No,F,4.84,6,High,SEM-2,Faculty of Health
n650594,Retained,Single,96,Full Time,19,0,No,Yes,F,4.26,7,Medium,SEM-1,Faculty of Education
n650813,Retained,Single,0,Full Time,20,0,No,No,F,0,22,Medium,SEM-1,QUT Business School
n651040,Retained,Single,24,Full Time,22,0,No,Yes,F,4,13,Medium,SEM-2,Faculty of Law
n651125,Retained,Single,132,Full Time,38,0,No,Yes,F,6,7,Medium,SEM-2,Faculty of Law
n651194,Retained,Single,36,Full Time,19,12,No,No,M,4.49,24,Medium,SEM-1,Sci and Eng Faculty
n651317,Not Retained,Single,84,Full Time,19,12,No,No,M,4.88,9,Medium,SEM-1,Faculty of Health
n652527,Not Retained,Single,0,Full Time,20,48,No,Yes,M,1.01,8,Low,SEM-1,Sci and Eng Faculty
n652736,Not Retained,Single,0,Part Time,27,0,No,Yes,F,-0,5,Medium,SEM-1,Sci and Eng Faculty
n652796,Retained,Single,96,Full Time,35,0,No,No,F,-0,22,Low,SEM-1,Faculty of Health
n653105,Retained,Single,96,Full Time,21,0,No,No,F,6.64,5,High,SEM-1,Faculty of Health
n653379,Retained,Single,96,Full Time,36,0,No,No,F,0,6,High,SEM-1,Faculty of Health
n653692,Retained,Single,180,Full Time,21,0,No,No,M,5.39,6,Low,SEM-1,Faculty of Education
n653763,Retained,Single,84,Part Time,19,0,No,Yes,F,4.29,12,Medium,SEM-2,Faculty of Education
n653767,Retained,Single,96,Full Time,19,0,No,Yes,M,5.11,9,Medium,SEM-1,Sci and Eng Faculty
n654066,Retained,Single,84,Full Time,21,0,No,Yes,M,0,14,Medium,SEM-1,Sci and Eng Faculty
n654449,Retained,Single,96,Full Time,27,0,Yes,Yes,F,5.44,24,High,SEM-1,Faculty of Health
n654848,Retained,Single,96,Full Time,21,0,No,Yes,F,4.63,23,Medium,SEM-1,CI Faculty
n654970,Not Retained,Single,72,Full Time,21,48,No,Yes,M,3.01,23,Medium,SEM-1,Sci and Eng Faculty
n655380,Retained,Single,96,Part Time,42,0,No,No,F,6,4,Low,SEM-1,Faculty of Health
n655488,Retained,Single,96,Full Time,20,0,No,Yes,M,5.5,9,Low,SEM-1,CI Faculty
n655539,Retained,Single,108,Full Time,20,12,No,No,M,5,13,High,SEM-1,CI Faculty
n656059,Not Retained,Single,0,Full Time,21,0,No,Yes,M,-0,14,Low,SEM-1,Sci and Eng Faculty
n657132,Retained,Single,192,Part Time,43,0,No,No,F,5.82,18,Low,SEM-1,Faculty of Health
n657362,Retained,Single,180,Full Time,20,0,No,Yes,M,6,9,Medium,SEM-1,Sci and Eng Faculty
n657368,Retained,Double,96,Full Time,19,0,No,No,F,6.15,3,Medium,SEM-1,Faculty of Law
n657460,Retained,Single,132,Full Time,22,12,No,No,M,4.49,7,High,SEM-1,Sci and Eng Faculty
n657853,Retained,Single,72,Full Time,19,0,No,Yes,M,6.47,5,Medium,SEM-2,Faculty of Health
n658780,Retained,Double,72,Full Time,19,24,No,Yes,M,4.11,5,Medium,SEM-1,Sci and Eng Faculty
n658840,Retained,Single,192,Full Time,22,24,Yes,No,F,4.09,22,Low,SEM-1,QUT Business School
n659083,Not Retained,Single,24,Full Time,34,0,No,Yes,M,5.51,20,High,SEM-1,CI Faculty
n659258,Retained,Double,0,Full Time,27,0,No,No,M,0,18,Low,SEM-1,Faculty of Health
n659466,Retained,Single,96,Full Time,19,0,No,Yes,F,6.12,4,High,SEM-1,QUT Business School
n659555,Retained,Single,120,Full Time,22,24,No,No,F,3.61,18,Medium,SEM-2,QUT Business School
n659807,Not Retained,Single,0,Full Time,24,36,No,Yes,M,1,13,Low,SEM-1,Faculty of Health
n660192,Retained,Single,96,Full Time,21,0,No,Yes,M,5.75,24,Medium,SEM-1,Faculty of Health
n660196,Retained,Single,60,Part Time,20,0,No,Yes,F,4.6,16,Medium,SEM-1,Faculty of Health
n660266,Retained,Single,192,Full Time,29,0,Yes,No,F,6.42,24,Medium,SEM-1,Faculty of Health
n660384,Not Retained,Single,96,Full Time,39,0,No,Yes,F,4.81,20,Medium,SEM-1,Faculty of Health
n660757,Retained,Single,96,Full Time,23,12,No,No,F,5.15,4,Low,SEM-1,Faculty of Health
n661065,Retained,Single,108,Full Time,19,0,No,Yes,F,5.62,9,Medium,SEM-1,CI Faculty
n661424,Retained,Double,156,Part Time,26,24,No,Yes,M,4.4,25,Medium,SEM-1,Sci and Eng Faculty
n661453,Retained,Single,84,Full Time,20,12,Yes,No,F,4.01,13,Medium,SEM-1,Faculty of Law
n661778,Retained,Single,84,Full Time,21,12,No,No,F,4.9,16,Medium,SEM-1,Sci and Eng Faculty
n661960,Retained,Double,156,Full Time,31,0,No,No,F,4.93,8,Medium,SEM-1,Faculty of Law
n662271,Retained,Single,36,Full Time,19,12,No,Yes,M,3.48,10,Low,SEM-2,Sci and Eng Faculty
n663880,Retained,Single,240,Part Time,32,0,No,Yes,F,6.52,11,Medium,SEM-1,Faculty of Law
n664182,Retained,Single,132,Full Time,27,0,No,No,M,6.2,23,Medium,SEM-1,Sci and Eng Faculty
n664231,Retained,Single,24,Full Time,19,24,No,Yes,M,2.48,17,Medium,SEM-2,Sci and Eng Faculty
n664383,Retained,Single,84,Full Time,20,24,No,No,F,3.48,17,Medium,SEM-1,QUT Business School
n664478,Retained,Single,48,Full Time,20,0,No,No,F,4.49,7,Medium,SEM-2,Faculty of Law
n664660,Retained,Single,96,Full Time,20,0,No,No,M,5.5,3,Medium,SEM-1,CI Faculty
n664802,Retained,Single,156,Full Time,24,0,Yes,No,M,5.79,2,High,SEM-2,CI Faculty
n664941,Retained,Single,144,Full Time,40,0,No,No,M,4.25,11,Medium,SEM-2,Faculty of Health
n664991,Not Retained,Single,0,Full Time,19,96,No,No,M,1.14,7,High,SEM-1,QUT Business School
n666111,Retained,Single,60,Full Time,19,36,No,Yes,M,3.36,7,Low,SEM-1,QUT Business School
n666622,Retained,Single,96,Full Time,26,0,No,Yes,F,5.5,7,High,SEM-1,Faculty of Health
n666762,Retained,Double,240,Full Time,21,0,No,No,F,5.21,9,High,SEM-1,Faculty of Health
n667088,Not Retained,Single,108,Full Time,20,0,No,No,F,5.32,4,Medium,SEM-1,QUT Business School
n667152,Retained,Single,96,Full Time,26,12,No,No,M,4.75,20,Medium,SEM-1,Faculty of Education
n667507,Retained,Double,144,Full Time,20,12,No,No,F,4.44,10,Medium,SEM-1,Faculty of Law
n667828,Retained,Single,96,Full Time,19,0,No,Yes,F,5.62,8,Medium,SEM-1,CI Faculty
n667935,Retained,Single,96,Full Time,20,0,No,No,M,5.25,5,Medium,SEM-1,Faculty of Health
n667959,Retained,Single,36,Full Time,19,84,No,No,F,3.01,12,High,SEM-1,Faculty of Health
n667985,Retained,Single,24,Full Time,20,60,No,No,F,2.59,2,High,SEM-1,QUT Business School
n668006,Retained,Single,96,Full Time,20,0,No,No,M,4.38,10,Medium,SEM-1,Faculty of Education
n668479,Not Retained,Single,96,Full Time,60,0,No,No,F,4.75,25,High,SEM-1,CI Faculty
n668746,Retained,Single,0,Full Time,19,0,No,No,M,0,10,High,SEM-1,Faculty of Health
n668760,Retained,Single,96,Full Time,19,0,No,No,F,5.13,15,High,SEM-1,Sci and Eng Faculty
n668779,Retained,Single,96,Full Time,20,0,No,No,M,5.74,8,Medium,SEM-1,Sci and Eng Faculty
n668961,Retained,Single,108,Full Time,20,24,No,Yes,M,3.84,17,High,SEM-1,QUT Business School
n669399,Not Retained,Single,0,Full Time,19,0,No,Yes,M,0,15,Medium,SEM-1,QUT Business School
n669537,Retained,Single,96,Full Time,27,0,No,No,F,5.26,5,High,SEM-1,CI Faculty
n669935,Retained,Single,96,Full Time,18,0,No,No,M,4.5,8,Medium,SEM-1,QUT Business School
n670195,Retained,Single,96,Full Time,21,0,No,No,F,5.38,11,High,SEM-1,QUT Business School
n670315,Not Retained,Single,0,Full Time,25,36,No,No,M,2.68,18,Medium,SEM-2,Sci and Eng Faculty
n670851,Retained,Single,84,Full Time,27,0,No,No,M,6.99,23,Medium,SEM-1,Faculty of Health
n671140,Retained,Single,144,Full Time,20,0,No,No,M,6.09,4,Medium,SEM-1,Sci and Eng Faculty
n671463,Not Retained,Single,48,Full Time,19,12,No,No,F,3.79,19,High,SEM-1,CI Faculty
n671810,Not Retained,Single,48,Full Time,42,0,No,No,F,6,4,High,SEM-2,Faculty of Health
